,tri_Grams,Freq
12903,بندگی میرا پیار,1
12902,میری بندگی میرا,1
12901,وہ میری بندگی,1
12900,تھا وہ میری,1
12899,جنون تھا وہ,1
12898,اِک جنون تھا,1
12897,کا اِک جنون,1
12896,دل کا اِک,1
12895,میرے دل کا,1
12894,وہ میرے دل,1
12796,Badalty Rahay محورے,1
12794,Ghar Thay Badalty,1
12949,روتے ہیں ہم,1
12693,ظاہر ہے تیرا,1
12691,بار عرض ظاہر,1
12690,بار بار عرض,1
12689,تو بار بار,1
12688,میں تو بار,1
12687,حضور میں تو,1
12686,کر حضور میں,1
12685,نہ کر حضور,1
12684,تمنا غالب نہ,1
12683,کی تمنا غالب,1
12682,دستک کی تمنا,1
12681,جسے دستک کی,1
12680,گئی جسے دستک,1
12679,کھا گئی جسے,1
12678,طرح کھا گئی,1
12677,کی طرح کھا,1
12692,عرض ظاہر ہے,1
12694,ہے تیرا حال,1
12675,غالب دیمک کی,1
12695,تیرا حال سب,1
12710,کوہ بھی حائل,1
12709,ہو کوہ بھی,1
12708,جائیں ہو کوہ,1
12707,پڑھتے جائیں ہو,1
12706,تیری پڑھتے جائیں,1
12705,ثنا تیری پڑھتے,1
12704,و ثنا تیری,1
12703,حمد و ثنا,1
12702,ہم حمد و,1
12701,بغیر ہم حمد,1
12700,کہے بغیر ہم,1
12699,پر کہے بغیر,1
12698,ان پر کہے,1
12697,سب ان پر,1
12696,حال سب ان,1
12676,دیمک کی طرح,1
12674,ہوں غالب دیمک,1
12712,حائل تو چڑھتے,1
12654,ہے غالب اکثر,1
12652,کی ہوتی ہے,1
12651,نیت کی ہوتی,1
12650,خلوص نیت کی,1
12649,نہیں خلوص نیت,1
12648,کی نہیں خلوص,1
12647,سجدوں کی نہیں,1
12646,بات سجدوں کی,1
12645,کرے بات سجدوں,1
12644,ناز کرے بات,1
12643,پر ناز کرے,1
12642,خود پر ناز,1
12641,نہ خود پر,1
12640,کیوں نہ خود,1
12639,وہ کیوں نہ,1
12638,چاہیں وہ کیوں,1
12653,ہوتی ہے غالب,1
12655,غالب اکثر لوگ,1
12673,دروازہ ہوں غالب,1
12656,اکثر لوگ خالی,1
12672,وہ دروازہ ہوں,1
12671,میں وہ دروازہ,1
12670,کا میں وہ,1
12669,گھر کا میں,1
12668,ہوئے گھر کا,1
12667,اجڑے ہوئے گھر,1
12666,بعد اجڑے ہوئے,1
12665,کے بعد اجڑے,1
12664,نمازوں کے بعد,1
12663,ہزار نمازوں کے,1
12662,ہیں ہزار نمازوں,1
12661,آتے ہیں ہزار,1
12659,ہاتھ لوٹ آتے,1
12658,خالی ہاتھ لوٹ,1
12657,لوگ خالی ہاتھ,1
12711,بھی حائل تو,1
12713,تو چڑھتے جائیں,1
12793,K Ghar Thay,1
12775,کے لیے Musafir,1
12773,کو ڈسنے کے,1
12772,انسان کو ڈسنے,1
12771,ہے انسان کو,1
12770,کافی ہے انسان,1
12769,ہی کافی ہے,1
12768,انسان ہی کافی,1
12767,نے انسان ہی,1
12766,سپیروں نے انسان,1
12765,کو سپیروں نے,1
12764,سانپوں کو سپیروں,1
12763,کے سانپوں کو,1
12762,کہہ کے سانپوں,1
12761,یہ کہہ کے,1
12760,دیا یہ کہہ,1
12759,کر دیا یہ,1
12774,ڈسنے کے لیے,1
12776,لیے Musafir K,1
12757,ہے بند کر,1
12777,Musafir K Rastay,1
12792,Kiray K Ghar,1
12791,Berukhi Kiray K,1
12790,Wafa Berukhi Kiray,1
12789,Adawat Wafa Berukhi,1
12788,Muhabbat Adawat Wafa,1
12787,Rahay Muhabbat Adawat,1
12786,Chaltay Rahay Muhabbat,1
12785,Tha Chaltay Rahay,1
12784,Chalna Tha Chaltay,1
12783,Main Chalna Tha,1
12782,Muqaddar Main Chalna,1
12781,Rahay Muqaddar Main,1
12780,Badaltay Rahay Muqaddar,1
12779,Rastay Badaltay Rahay,1
12778,K Rastay Badaltay,1
12758,بند کر دیا,1
12756,دیکھا ہے بند,1
12714,چڑھتے جائیں یا,1
12737,میرے ہونے نے,1
12735,مجھ کو میرے,1
12733,ایک بات پر,1
12727,جائیں ہوئی مدت,1
12726,بڑھتے جائیں ہوئی,1
12725,ہم بڑھتے جائیں,1
12724,میں ہم بڑھتے,1
12723,وفا میں ہم,1
12722,میدان وفا میں,1
12721,ایسی میدان وفا,1
12720,ہو ایسی میدان,1
12719,عطا ہو ایسی,1
12718,توفیق عطا ہو,1
12717,ہمیں توفیق عطا,1
12716,رب ہمیں توفیق,1
12715,جائیں یا رب,1
12736,کو میرے ہونے,1
12738,کیا ہوتا بہت,1
12755,روپ دیکھا ہے,1
12739,ہوتا بہت عرصے,1
12754,کیا روپ دیکھا,1
12753,کیا کیا روپ,1
12752,کا کیا کیا,1
12751,اس کا کیا,1
12750,پوچھو اس کا,1
12749,مت پوچھو اس,1
12748,ہے مت پوچھو,1
12747,دیکھا ہے مت,1
12746,بھرپور دیکھا ہے,1
12745,کو بھرپور دیکھا,1
12744,اس کو بھرپور,1
12743,آج اس کو,1
12742,بعد آج اس,1
12741,عرصے بعد آج,1
12740,بہت عرصے بعد,1
12948,ہمیشہ روتے ہیں,1
12950,ہیں ہم دیکھ,1
13252,جانِ درد مند,1
13158,کھل گئی نہ,1
13156,جب آنکھ کھل,1
13155,معاملہ جب آنکھ,1
13154,سے معاملہ جب,1
13153,تجھ سے معاملہ,1
13152,خیال کو تجھ,1
13151,میں خیال کو,1
13150,تھا تھا خواب,1
13149,دود تھا تھا,1
13148,سرمایہ دود تھا,1
13147,کا سرمایہ دود,1
13146,داغ کا سرمایہ,1
13145,کہ داغ کا,1
13144,ہوا کہ داغ,1
13143,ظاہر ہوا کہ,1
13142,درست ظاہر ہوا,1
13157,آنکھ کھل گئی,1
13159,گئی نہ زیاں,1
13140,سویدا کیا درست,1
13160,نہ زیاں تھا,1
13175,یہی کہ رفت,1
13174,لیکن یہی کہ,1
13173,ہنوز لیکن یہی,1
13172,سبق ہنوز لیکن,1
13171,میں سبق ہنوز,1
13170,دل میں سبق,1
13169,غمِ دل میں,1
13168,مکتبِ غمِ دل,1
13167,ہوں مکتبِ غمِ,1
13166,لیتا ہوں مکتبِ,1
13165,تھا لیتا ہوں,1
13164,سود تھا لیتا,1
13163,نہ سود تھا,1
13162,تھا نہ سود,1
13161,زیاں تھا نہ,1
13141,کیا درست ظاہر,1
13139,نقش سویدا کیا,1
13177,رفت گیا اور,1
13120,جل گیا جزقیس,1
13118,تپاکِ اہلِ دنیا,1
13117,طرزِ تپاکِ اہلِ,1
13116,کر طرزِ تپاکِ,1
13115,دیکھ کر طرزِ,1
13114,غالب کہ دل,1
13113,آرزو غالب کہ,1
13112,کی آرزو غالب,1
13111,کارفرما جل گیا,1
13110,کیا کارفرما جل,1
13109,کروں کیا کارفرما,1
13108,اِس چراغاں کا,1
13107,بہار اِس چراغاں,1
13106,کی بہار اِس,1
13105,جوہرِ اندیشہ کی,1
13104,کیجیے جوہرِ اندیشہ,1
13119,اہلِ دنیا جل,1
13121,گیا جزقیس اور,1
13138,نے نقش سویدا,1
13122,جزقیس اور کوئی,1
13137,آشفتگی نے نقش,1
13136,تھا آشفتگی نے,1
13135,حسود تھا آشفتگی,1
13134,چشمِ حسود تھا,1
13133,تنگیٴ چشمِ حسود,1
13132,بہ تنگیٴ چشمِ,1
13131,مگر بہ تنگیٴ,1
13130,صحرا مگر بہ,1
13129,کار صحرا مگر,1
13128,روے کار صحرا,1
13127,بہ روے کار,1
13126,آیا بہ روے,1
13125,نہ آیا بہ,1
13124,کوئی نہ آیا,1
13123,اور کوئی نہ,1
13176,کہ رفت گیا,1
13178,گیا اور بود,1
13102,گیا عرض کیجیے,1
13234,دامِ شنیدن جس,1
13232,کا آگہی دامِ,1
13231,سینہٴ شمشیر سے,1
13230,چاہیے سینہٴ شمشیر,1
13229,دیکھا چاہیے سینہٴ,1
13228,شوق دیکھا چاہیے,1
13227,اختیارِ شوق دیکھا,1
13226,بے اختیارِ شوق,1
13225,جذبہٴ بے اختیارِ,1
13224,کا جذبہٴ بے,1
13223,جوئےشِیر کا جذبہٴ,1
13222,ہے جوئےشِیر کا,1
13221,لانا ہے جوئےشِیر,1
13220,جانیہائے تنہائی نہ,1
13219,سخت جانیہائے تنہائی,1
13218,کاوِ سخت جانیہائے,1
13233,آگہی دامِ شنیدن,1
13235,چاہے بچھائے عنقا,1
13216,کا کاؤ کاوِ,1
13236,بچھائے عنقا ہے,1
13251,غمخوارِ جانِ درد,1
13250,اسد غمخوارِ جانِ,1
13249,باد اسد غمخوارِ,1
13248,مبارک باد اسد,1
13247,کا جراحت تحفہ,1
13246,زنجیر کا جراحت,1
13245,زیرپا موئے آتش,1
13244,آتش زیرپا موئے,1
13243,بھی آتش زیرپا,1
13242,غالب اسیری میں,1
13241,ہوں غالب اسیری,1
13240,بسکہ ہوں غالب,1
13239,عالَمِ تقریر کا,1
13238,اپنے عالَمِ تقریر,1
13237,ہے اپنے عالَمِ,1
13217,کاؤ کاوِ سخت,1
13215,تصویر کا کاؤ,1
13179,اور بود تھا,1
13196,تیشے بغیر مر,1
13194,وجود تھا تیشے,1
13193,ننگِ وجود تھا,1
13192,میں ننگِ وجود,1
13191,لباس میں ننگِ,1
13190,ہر لباس میں,1
13189,ورنہ ہر لباس,1
13188,میں ورنہ ہر,1
13187,برہنگی میں ورنہ,1
13186,عیوبِ برہنگی میں,1
13185,داغِ عیوبِ برہنگی,1
13184,نے داغِ عیوبِ,1
13183,کفن نے داغِ,1
13182,ڈھانپا کفن نے,1
13181,تھا ڈھانپا کفن,1
13180,بود تھا ڈھانپا,1
13195,تھا تیشے بغیر,1
13197,بغیر مر نہ,1
13214,پیکرِ تصویر کا,1
13198,مر نہ سکا,1
13213,ہر پیکرِ تصویر,1
13212,پیرہن ہر پیکرِ,1
13211,شوخیٴ تحریر کا,1
13210,کی شوخیٴ تحریر,1
13209,کس کی شوخیٴ,1
13208,تھا نقش فریادی,1
13207,قیود تھا نقش,1
13206,و قیود تھا,1
13205,رسوم و قیود,1
13204,خمارِ رسوم و,1
13203,سرگشہٴ خمارِ رسوم,1
13202,اسد سرگشہٴ خمارِ,1
13201,کوہکن اسد سرگشہٴ,1
13200,سکا کوہکن اسد,1
13199,نہ سکا کوہکن,1
13103,عرض کیجیے جوہرِ,1
13101,بالِ عنقا جل,1
12951,ہم دیکھ کر,1
13006,روزگار تھا محرم,1
13004,کیا ہوتا ایک,1
13003,میں نہ ہوتا,1
13002,نے میں نہ,1
13001,ہونے نے میں,1
13000,نہ ہونے نے,1
12999,ہو نہ ہونے,1
12998,نہ ہو نہ,1
12997,ہونے نہ ہو,1
12996,کو ہونے نہ,1
12995,ہوتا کچھ تو,1
12994,نہ ہوتا کچھ,1
12993,تھا نہ ہوتا,1
12992,خدا تھا نہ,1
12991,پہ کہنا کہ,1
12990,بات پہ کہنا,1
13005,ہوتا ایک ایک,1
13007,رہے ہر گوشہٴ,1
12988,مر چلے نہ,1
13008,ہر گوشہٴ بساط,1
13023,موجِ بوئے گل,1
13022,کہ موجِ بوئے,1
13021,ہے کہ موجِ,1
13020,بےدماغی ہے کہ,1
13019,یہ بےدماغی ہے,1
13018,اب یہ بےدماغی,1
13017,نقشِ قدم میرا,1
13016,ہے نقشِ قدم,1
13015,رفتار ہے نقشِ,1
13014,موجہٴ رفتار ہے,1
13013,حبابِ موجہٴ رفتار,1
13012,میرا حبابِ موجہٴ,1
13011,کم میرا حبابِ,1
13010,راز کا نہ,1
13009,گوشہٴ بساط ہے,1
12989,چلے نہ تھا,1
12987,ہاتھوں مر چلے,1
13025,میرا سراپا رہنِ,1
12968,سے گرتا تو,1
12966,میں زخم سے,1
12965,ذوق میں زخم,1
12964,وجد ذوق میں,1
12963,کہ وجد ذوق,1
12962,دن کہ وجد,1
12961,وہ دن کہ,1
12960,تجھے وہ دن,1
12959,غالب تجھے وہ,1
12958,ہے غالب تجھے,1
12957,یاد ہے غالب,1
12956,دیوار یاد ہے,1
12955,و دیوار یاد,1
12954,در و دیوار,1
12953,کر در و,1
12952,دیکھ کر در,1
12967,زخم سے گرتا,1
12969,گرتا تو میں,1
12986,کے ہاتھوں مر,1
12970,تو میں پلکوں,1
12985,جینے کے ہاتھوں,1
12984,اس جینے کے,1
12983,تو اس جینے,1
12982,ہم تو اس,1
12981,طوفان ہم تو,1
12980,کوئی طوفان ہم,1
12979,یا کوئی طوفان,1
12978,ہے یا کوئی,1
12977,زندگی ہے یا,1
12976,نمک زندگی ہے,1
12975,تھا نمک زندگی,1
12974,چنتا تھا نمک,1
12973,سے چنتا تھا,1
12972,پلکوں سے چنتا,1
12971,میں پلکوں سے,1
13024,دم میرا سراپا,1
13026,سراپا رہنِ عشق,1
13100,سے بالِ عنقا,1
13082,جل گیا آتشِ,1
13080,بے مُحابا جل,1
13079,سے بے مُحابا,1
13078,سوزِ نہاں سے,1
13077,مرا سوزِ نہاں,1
13076,دل مرا سوزِ,1
13075,طوفاں نکلا دل,1
13074,بِسمل پسند آیا,1
13073,غلتیدنِ بِسمل پسند,1
13072,خوں غلتیدنِ بِسمل,1
13071,بہ خوں غلتیدنِ,1
13070,اندازِ بہ خوں,1
13069,کہ اندازِ بہ,1
13068,قاتل کہ اندازِ,1
13067,مہریٴ قاتل کہ,1
13066,بے مہریٴ قاتل,1
13081,مُحابا جل گیا,1
13083,گیا آتشِ خاموش,1
13064,گل آيئنہٴ بے,1
13084,آتشِ خاموش کے,1
13099,آتشیں سے بالِ,1
13098,آہِ آتشیں سے,1
13097,میری آہِ آتشیں,1
13096,بارہا میری آہِ,1
13095,اِس گھر میں,1
13094,آگ اِس گھر,1
13093,نہیں آگ اِس,1
13092,یادِ یار تک,1
13091,و یادِ یار,1
13090,وصل و یادِ,1
13089,ذوقِ وصل و,1
13088,میں ذوقِ وصل,1
13087,دل میں ذوقِ,1
13086,کے مانند گویا,1
13085,خاموش کے مانند,1
13065,آيئنہٴ بے مہریٴ,1
13063,سیرِ گل آيئنہٴ,1
13027,رہنِ عشق و,1
13044,شمارِ سُبحہ مرغوبِ,1
13042,نہ ہوا شمارِ,1
13041,ساحل کا دہر,1
13040,دریائے مے ہے,1
13039,تو دریائے مے,1
13038,جو تو دریائے,1
13037,خمارِ تشنہ کامی,1
13036,ساقی خمارِ تشنہ,1
13035,ہے ساقی خمارِ,1
13034,بقدرِ ظرف ہے,1
13033,کا بقدرِ ظرف,1
13032,حاصل کا بقدرِ,1
13031,الفتِ ہستی عبادت,1
13030,ناگزیرِ الفتِ ہستی,1
13029,و ناگزیرِ الفتِ,1
13028,عشق و ناگزیرِ,1
13043,ہوا شمارِ سُبحہ,1
13045,سُبحہ مرغوبِ بتِ,1
13062,ہوائے سیرِ گل,1
13046,مرغوبِ بتِ مشکل,1
13061,آیا ہوائے سیرِ,1
13060,عقدہٴ مشکل پسند,1
13059,ہمارا عقدہٴ مشکل,1
13058,کو ہمارا عقدہٴ,1
13057,نومیدیٴ جاوید آساں,1
13056,بیدلی نومیدیٴ جاوید,1
13055,فیض بیدلی نومیدیٴ,1
13054,بہ فیض بیدلی,1
13053,بردنِ صد دل,1
13052,کف بردنِ صد,1
13051,یک کف بردنِ,1
13050,تماشائے بہ یک,1
13049,آیا تماشائے بہ,1
13048,پسند آیا تماشائے,1
13047,بتِ مشکل پسند,1
15620,دم کا مہماں,1
16487,آنکھوں کی بینائی,1
15622,مہماں ہوں اے,1
19219,جو رہے نہ,1
19235,جگنو کی روشنی,1
19234,خسروؔ جگنو کی,1
19233,نغمۂ خسروؔ جگنو,1
19232,ہے نغمۂ خسروؔ,1
19231,شیریں ہے نغمۂ,1
19230,و شیریں ہے,1
19229,تازہ و شیریں,1
19228,ہمیشہ تازہ و,1
19227,باقی ہمیشہ تازہ,1
19226,معرکے باقی ہمیشہ,1
19225,کے معرکے باقی,1
19224,غوریؔ کے معرکے,1
19223,و غوریؔ کے,1
19222,ایبکؔ و غوریؔ,1
19221,نہ ایبکؔ و,1
19236,کی روشنی ہے,1
19237,روشنی ہے کاشانۂ,1
19238,ہے کاشانۂ چمن,1
19247,پھولوں کی انجمن,1
19253,سے اُڑ کر,1
19252,آسماں سے اُڑ,1
19251,ہے آسماں سے,1
19250,آیا ہے آسماں,1
19249,میں آیا ہے,1
19248,انجمن میں آیا,1
19246,ہے پھولوں کی,1
19239,کاشانۂ چمن میں,1
19245,رہی ہے پھولوں,1
19244,جل رہی ہے,1
19243,شمع جل رہی,1
19242,یا شمع جل,1
19241,میں یا شمع,1
19240,چمن میں یا,1
19220,رہے نہ ایبکؔ,1
19218,و جو رہے,1
19181,جسے نصیب نہیں,1
19217,گندم و جو,1
19198,نے کیا ہے,1
19197,کو حق نے,1
19196,دل کو حق,1
19194,بھی کہ دل,1
19193,دل بھی کہ,1
19192,ہے دل بھی,1
19191,پاک ہے دل,1
19190,تو پاک ہے,1
19189,تیری تو پاک,1
19188,پاک ہے تیری,1
19187,نگاہ پاک ہے,1
19186,پرتو نگاہ پاک,1
19185,کا پرتو نگاہ,1
19184,آفتاب کا پرتو,1
