,backword_bigrams,Freq
11926,چارہ مرے,1
11925,مرے دیا,1
11924,دیا لٹا,1
11898,میں راستے,1
11899,منتظر ہے,1
11900,وہ منتظر,1
11901,سکوں وہ,1
11902,جو سکوں,1
11903,آ جو,1
11904,چلا کے,1
11905,گیا چلا,1
11906,گنواؤ نہ,1
11907,ناوک گنواؤ,1
11908,نیم ناوک,1
11909,دل کش,1
11910,ریزہ دل,1
11911,ریزہ ریزہ,1
11912,گنوا ریزہ,1
11913,دیا گنوا,1
11915,بچے جو,1
11916,ہیں بچے,1
11917,سنگ ہیں,1
11918,سمیٹ سنگ,1
11919,لو سمیٹ,1
11920,تن لو,1
11921,داغ تن,1
11922,داغ داغ,1
11923,لٹا داغ,1
11955,پس بانکپن,1
11956,مرگ پس,1
11957,ہم مرگ,1
11988,رہ گئے,1
11990,ہم یار,1
11991,قدم نے,1
11992,قدم قدم,1
11993,تجھے قدم,1
11994,یادگار تجھے,1
11995,بنا یادگار,1
11996,نہ دیا,1
11997,اب نہ,1
11998,رقیب اب,1
11999,نہ رقیب,1
12000,ناصح نہ,1
12001,نہ ناصح,1
12002,غم نہ,1
12003,کوئی گسار,1
12004,تم کوئی,1
12005,آشنا تم,1
12006,تھے آشنا,1
12007,تھیں تو,1
12008,آشنائیاں تھیں,1
12009,کیا آشنائیاں,1
12010,جدا کیا,1
12011,تھے جدا,1
12012,میسر تو,1
12013,تھیں میسر,1
12014,قربتیں تھیں,1
11989,یار رہ,1
11986,سے جاں,1
11958,بھلا نے,1
11985,جاں تو,1
11959,دیا بھلا,1
11960,ادھر دیا,1
11961,ایک ادھر,1
11962,حرف ایک,1
11963,کہ حرف,1
11964,کشتنی کہ,1
11965,یہاں کشتنی,1
11966,لاکھ یہاں,1
11967,عذر لاکھ,1
11968,تھا عذر,1
11969,گفتنی تھا,1
11970,جو گفتنی,1
11971,اڑا کے,1
11972,دیا اڑا,1
11973,لکھا جو,1
11974,تو لکھا,1
11975,پڑھ تو,1
11976,مٹا کے,1
11977,دیا مٹا,1
11978,رکے جو,1
11979,تو رکے,1
11980,کوہ تو,1
11981,گراں کوہ,1
11982,تھے گراں,1
11983,چلے جو,1
11897,راستے کسی,1
11895,ہوا رخ,1
11771,کیا سے,1
11817,وسوسے ہیں,1
11804,جفاخو ہے,1
11805,بھی جفاخو,1
11806,بھی کیا,1
11807,فیضؔ بھی,1
11808,تو فیضؔ,1
11809,بت کس,1
11810,سے بت,1
11811,دوستانہ سے,1
11812,کیا دوستانہ,1
11813,بتوں وہ,1
11815,ڈالے نے,1
11816,ہیں ڈالے,1
11818,کہ وسوسے,1
11894,رخ ہے,1
11819,دلوں کہ,1
11820,سے دلوں,1
11821,خوف سے,1
11822,خدا خوف,1
11823,گیا خدا,1
11824,وہ گیا,1
11825,پڑی وہ,1
11827,روز ہیں,1
11828,قیامتیں روز,1
11829,کہ قیامتیں,1
11830,خیال کہ,1
11831,روز خیال,1
11803,بھی جو,1
11802,جو وفا,1
11801,وفا جو,1
11800,جو گر,1
11772,عاشقانہ نے,1
11773,کیا عاشقانہ,1
11774,تھے کیا,1
11775,خاک تھے,1
11776,راہ خاک,1
11777,بھی راہ,1
11778,قہر لوگ,1
11779,طوفاں قہر,1
11780,بھی طوفاں,1
11781,سہا بھی,1
11782,تو سہا,1
11783,سہا نہ,1
11784,اور سہا,1
11786,خوشا کیا,1
11787,کہ خوشا,1
11788,ہر آج,1
11789,مدعی اک,1
11790,کے مدعی,1
11791,لب کے,1
11793,جس راز,1
11795,راندۂ ہمیں,1
11796,زمانہ راندۂ,1
11797,کیا زمانہ,1
11798,حیلہ وہ,1
11799,گر حیلہ,1
11832,گیا جزا,1
11833,نفس جو,1
11834,تھا نفس,1
11867,مزاج وہ,1
11869,گیا صبا,1
11870,طلب جو,1
11871,پہ طلب,1
11872,عہد پہ,1
11873,آبروئے وہ,1
11874,وفا آبروئے,1
11875,گئی وفا,1
11876,سر گئی,1
11877,عام سر,1
11878,جب عام,1
11879,مدعی ہوئے,1
11880,تو مدعی,1
11881,ثواب تو,1
11882,صدق ثواب,1
11883,و صدق,1
11884,صفا و,1
11885,گیا صفا,1
11886,ابھی گیا,1
11887,بادبان ابھی,1
11888,کو بادبان,1
11889,تہ کو,1
11890,رکھو تہ,1
11891,ابھی رکھو,1
11892,مضطرب ابھی,1
11893,ہے مضطرب,1
11868,باد مزاج,1
11866,وہ آشنا,1
11835,خار تھا,1
11865,آشنا تھے,1
11836,گلو خار,1
11837,بنا گلو,1
11838,جو بنا,1
11839,اٹھے جو,1
11840,تھے اٹھے,1
11841,ہاتھ تھے,1
11842,لہو ہاتھ,1
11843,ہوئے لہو,1
11845,نشاط وہ,1
11846,آہ نشاط,1
11847,سحر آہ,1
11848,گئی سحر,1
11849,وہ گئی,1
11850,وقار وہ,1
11851,دست وقار,1
11852,گیا دعا,1
11855,رنگ وہ,1
11856,فصل رنگ,1
11857,بہار فصل,1
11858,روش نہ,1
11859,وہ روش,1
11860,ابر وہ,1
11862,کی بہار,1
11863,یار سے,1
11864,تھے یار,1
11522,کیا بُرا,1
11521,بُرا کی,1
11520,کی طلب,1
11147,تقریر عالَمِ,1
11135,کا جوئےشِیر,1
11136,جذبہٴ کا,1
11137,بے جذبہٴ,1
11138,اختیارِ بے,1
11139,شوق اختیارِ,1
11140,چاہیے دیکھا,1
11141,سینہٴ چاہیے,1
11142,شمشیر سینہٴ,1
11143,دامِ آگہی,1
11144,شنیدن دامِ,1
11145,عنقا بچھائے,1
11146,عالَمِ اپنے,1
11148,اسیری غالب,1
11103,برہنگی عیوبِ,1
11149,زیرپا آتش,1
11150,موئے زیرپا,1
11151,جراحت کا,1
11152,اسد باد,1
11153,غمخوارِ اسد,1
11154,جانِ غمخوارِ,1
11155,درد جانِ,1
11156,مند درد,1
11157,آیا مند,1
11158,گلوں آیا,1
11159,میں گلوں,1
11160,رنگ میں,1
11134,جوئےشِیر ہے,1
11133,تنہائی جانیہائے,1
11132,جانیہائے سخت,1
11131,سخت کاوِ,1
11105,ورنہ میں,1
11106,ہر ورنہ,1
11107,لباس ہر,1
11108,میں لباس,1
11109,ننگِ میں,1
11110,وجود ننگِ,1
11111,تھا وجود,1
11112,تیشے تھا,1
11113,بغیر تیشے,1
11114,مر بغیر,1
11116,کوہکن سکا,1
11117,اسد کوہکن,1
11118,سرگشہٴ اسد,1
11119,خمارِ سرگشہٴ,1
11120,رسوم خمارِ,1
11121,و رسوم,1
11122,قیود و,1
11123,تھا قیود,1
11124,نقش تھا,1
11125,شوخیٴ کی,1
11126,تحریر شوخیٴ,1
11127,پیکرِ ہر,1
11128,تصویر پیکرِ,1
11129,کاؤ کا,1
11130,کاوِ کاؤ,1
11161,بھرے رنگ,1
11162,باد بھرے,1
11163,نوبہار باد,1
11193,کبھی آغاز,1
11195,سر شب,1
11196,کاکل سر,1
11197,سے کاکل,1
11198,مشکبار سے,1
11199,چلے مشکبار,1
11200,بڑا چلے,1
11201,ہے بڑا,1
11202,درد ہے,1
11203,رشتہ کا,1
11204,یہ رشتہ,1
11206,غریب دل,1
11207,سہی غریب,1
11208,تمہارے سہی,1
11209,نام تمہارے,1
11211,آئیں پہ,1
11212,گے آئیں,1
11213,غم گے,1
11214,چلے گسار,1
11215,جو چلے,1
11216,گزری پہ,1
11217,سو گزری,1
11218,گزری سو,1
11219,مگر گزری,1
11220,شب مگر,1
11221,ہمارے ہجراں,1
11194,شب تو,1
11192,آغاز ہو,1
11164,چلے نوبہار,1
11191,لب کنج,1
11165,چلے چلے,1
11166,بھی چلے,1
11167,آؤ بھی,1
11168,کہ آؤ,1
11169,گلشن کہ,1
11170,کا گلشن,1
11171,کاروبار کا,1
11172,چلے کاروبار,1
11173,قفس چلے,1
11174,اداس قفس,1
11175,ہے اداس,1
11177,صبا یارو,1
11178,کہو تو,1
11179,کہیں کہو,1
11180,تو کہیں,1
11181,بہر تو,1
11182,خدا بہر,1
11183,آج خدا,1
11184,ذکر آج,1
11185,یار ذکر,1
11186,چلے یار,1
11187,کبھی چلے,1
11188,صبح تو,1
11189,ترے صبح,1
11190,کنج ترے,1
11104,میں برہنگی,1
11102,عیوبِ داغِ,1
11519,طلب نے,1
11028,ذوقِ میں,1
11016,بہ اندازِ,1
11017,غلتیدنِ خوں,1
11018,بِسمل غلتیدنِ,1
11019,پسند بِسمل,1
11020,سوزِ مرا,1
11021,نہاں سوزِ,1
11022,مُحابا بے,1
11023,جل مُحابا,1
11024,آتشِ گیا,1
11025,خاموش آتشِ,1
11026,کے خاموش,1
11027,مانند کے,1
11029,وصل ذوقِ,1
11101,داغِ نے,1
11030,یادِ و,1
11031,یار یادِ,1
11032,اِس آگ,1
11033,گھر اِس,1
11034,آہِ میری,1
11035,آتشیں آہِ,1
11036,بالِ سے,1
11037,عنقا بالِ,1
11038,کیجیے عرض,1
11039,جوہرِ کیجیے,1
11040,اندیشہ جوہرِ,1
11041,اِس بہار,1
11015,اندازِ کہ,1
11014,قاتل مہریٴ,1
11013,مہریٴ بے,1
11012,بے آيئنہٴ,1
10987,الفتِ ناگزیرِ,1
10988,ہستی الفتِ,1
10989,بقدرِ کا,1
10990,ظرف بقدرِ,1
10991,خمارِ ساقی,1
10992,تشنہ خمارِ,1
10993,دریائے تو,1
10994,مے دریائے,1
10995,شمارِ ہوا,1
10996,سُبحہ شمارِ,1
10997,مرغوبِ سُبحہ,1
10998,بتِ مرغوبِ,1
10999,مشکل بتِ,1
11000,تماشائے آیا,1
11001,بہ تماشائے,1
11002,بردنِ کف,1
11003,صد بردنِ,1
11004,بیدلی فیض,1
11005,نومیدیٴ بیدلی,1
11006,جاوید نومیدیٴ,1
11007,عقدہٴ ہمارا,1
11008,مشکل عقدہٴ,1
11009,سیرِ ہوائے,1
11010,گل سیرِ,1
11011,آيئنہٴ گل,1
11042,چراغاں اِس,1
11043,کارفرما کیا,1
11044,جل کارفرما,1
11074,دود سرمایہ,1
11076,جب معاملہ,1
11077,کھل آنکھ,1
11078,گئی کھل,1
11079,نہ گئی,1
11080,زیاں نہ,1
11081,تھا زیاں,1
11082,سود نہ,1
11083,تھا سود,1
11084,لیتا تھا,1
11085,ہوں لیتا,1
11086,مکتبِ ہوں,1
11087,غمِ مکتبِ,1
11088,سبق میں,1
11089,ہنوز سبق,1
11090,لیکن ہنوز,1
11091,یہی لیکن,1
11092,کہ یہی,1
11093,رفت کہ,1
11094,گیا رفت,1
11095,اور گیا,1
11096,بود اور,1
11097,تھا بود,1
11098,ڈھانپا تھا,1
11099,کفن ڈھانپا,1
11100,نے کفن,1
11075,تھا دود,1
11073,سرمایہ کا,1
11045,غالب آرزو,1
11072,کا داغ,1
11046,طرزِ کر,1
11047,تپاکِ طرزِ,1
11048,اہلِ تپاکِ,1
11049,دنیا اہلِ,1
11050,جزقیس گیا,1
11051,اور جزقیس,1
11052,کوئی اور,1
11053,نہ کوئی,1
11055,روے بہ,1
11056,کار روے,1
11057,صحرا کار,1
11058,مگر صحرا,1
11059,بہ مگر,1
11060,تنگیٴ بہ,1
11061,چشمِ تنگیٴ,1
11062,حسود چشمِ,1
11063,تھا حسود,1
11064,آشفتگی تھا,1
11065,نے آشفتگی,1
11066,سویدا نقش,1
11067,کیا سویدا,1
11068,درست کیا,1
11069,ظاہر درست,1
11070,ہوا ظاہر,1
11071,داغ کہ,1
11222,اشک ہمارے,1
11223,تری اشک,1
11224,عاقبت تری,1
11396,جو گھر,1
11383,جانانہ لمس,1
11384,لیے جانانہ,1
11385,مستیٔ لیے,1
11386,پیمانہ مستیٔ,1
11387,لیے پیمانہ,1
11388,حمد لیے,1
11389,باری حمد,1
11390,کو باری,1
11391,اٹھے کو,1
11392,دست اٹھے,1
11394,آخر دعا,1
11395,گھر شب,1
11397,ویراں جو,1
11225,سنوار عاقبت,1
11398,تھا ویراں,1
11399,سر تھا,1
11401,وہ شام,1
11402,کیسے وہ,1
11403,کیسے کیسے,1
11404,فرقت کیسے,1
11405,یار فرقت,1
11406,آباد نے,1
11407,کیا آباد,1
11408,آخر کیا,1
11409,جس شب,1
11412,آیا کوئی,1
11382,لمس شب,1
11381,آخر وفا,1
11379,عہد وفا,1
11378,وفا ہے,1
11353,قبا خوشبوئے,1
11354,آخر قبا,1
11355,صبح شب,1
13026,وعدۂ ہو,1
11356,پھوٹی صبح,1
11357,تو پھوٹی,1
11359,پہلو وہ,1
11360,سے پہلو,1
11361,اٹھا سے,1
11362,آخر اٹھا,1
11363,وہ شب,1
11364,جو وہ,1
11365,اک جو,1
11366,سے عمر,1
11367,آیا سے,1
11368,گیا نہ,1
11369,آخر گیا,1
11370,چاند شب,1
11371,سے چاند,1
11372,ماند سے,1
11373,ستاروں ماند,1
11374,نے ستاروں,1
11375,آخر کہا,1
11376,کون شب,1
11377,کرتا کون,1
11413,کبھی تھا,1
11414,اول کبھی,1
11415,شب اول,1
11491,آپ بھی,1
11493,قاعدے کی,1
11494,سے قاعدے,1
11495,کی سے,1
11496,ہاں کی,1
11497,ہم ہاں,1
11498,ہی ہم,1
11499,کاربندِ ہی,1
11500,اُصولِ کاربندِ,1
11501,وفا اُصولِ,1
11502,نہ وفا,1
11503,آئے تھے,1
11505,جیسے کہ,1
11506,ہمیشہ جیسے,1
11507,تھے ہمیشہ,1
11508,مہرباں تھے,1
11509,بُھولے مہرباں,1
11510,تو بُھولے,1
11511,کبھی گویا,1
11512,آشنا کبھی,1
11513,نہ آشنا,1
11514,کیوں تھے,1
11515,دادِ کیوں,1
11516,غم دادِ,1
11517,ہمیں غم,1
11518,نے ہمیں,1
11492,نے آپ,1
11490,بھی جفا,1
11416,اسی شب,1
11489,جفا جو,1
11417,انداز اسی,1
11418,سے انداز,1
11419,چل سے,1
11420,باد چل,1
11422,آخر صبا,1
11423,راز شب,1
11469,سچ لیا,1
11470,ہے سچ,1
11471,ہمیں ہے,1
11472,کو ہمیں,1
11473,آپ کو,1
11474,کے آپ,1
11475,شکوے کے,1
11476,بجا شکوے,1
11477,نہ بجا,1
11479,بے تھے,1
11480,شک بے,1
11481,ستم شک,1
11482,جناب ستم,1
11483,کے جناب,1
11484,سب کے,1
11485,دوستانہ سب,1
11486,تھے دوستانہ,1
11487,ہاں تھے,1
11488,جو ہاں,1
11352,خوشبوئے کوئی,1
11351,کوئی بکھری,1
11350,بکھری میں,1
11255,کچھ ابر,1
11257,آئے شراب,1
11259,آئے بعد,1
11260,جو آئے,1
11261,عذاب جو,1
11262,آئے عذاب,1
11263,بام آئے,1
11264,مینا بام,1
11265,سے مینا,1
11266,ماہتاب سے,1
11267,اترے ماہتاب,1
11268,دست اترے,1
11269,ساقی دست,1
11270,میں ساقی,1
11271,آفتاب میں,1
11272,آئے آفتاب,1
11273,ہر آئے,1
11274,رگ ہر,1
11275,خوں رگ,1
11276,چراغاں پھر,1
11277,ہو چراغاں,1
11278,سامنے ہو,1
11279,پھر سامنے,1
11280,نقاب بے,1
11281,آئے نقاب,1
11282,عمر آئے,1
11256,شراب کچھ,1
11254,ابر کچھ,1
11284,پہ ورق,1
11253,کچھ آئے,1
11226,چلے سنوار,1
11227,حضور چلے,1
11228,یار حضور,1
11229,ہوئی یار,1
11230,دفتر ہوئی,1
11231,جنوں دفتر,1
11232,کی جنوں,1
11233,گرہ طلب,1
11234,میں گرہ,1
11237,کا گریباں,1
11238,تار کا,1
11239,تار تار,1
11240,چلے تار,1
11241,مقام چلے,1
11242,فیضؔ مقام,1
11243,کوئی فیضؔ,1
11244,راہ کوئی,1
11245,جچا میں,1
11246,ہی جچا,1
11247,کوئے جو,1
11248,تو نکلے,1
11249,سوئے تو,1
11250,دار سوئے,1
11251,چلے دار,1
11252,آئے چلے,1
11283,کے عمر,1
11285,دل پہ,1
11349,دل شب,1
11318,خراب خانماں,1
11321,اپنی طرح,1
11322,خامشی اپنی,1
11323,گونجی خامشی,1
11324,گویا گونجی,1
11325,ہر گویا,1
11326,سمت ہر,1
11327,سے سمت,1
11328,جواب سے,1
11329,آئے جواب,1
11330,فیضؔ آئے,1
11331,تھی فیضؔ,1
11332,راہ تھی,1
11333,سر راہ,1
11334,بسر سر,1
11335,منزل بسر,1
11336,ہم منزل,1
11337,جہاں ہم,1
11338,پہنچے جہاں,1
11339,کامیاب پہنچے,1
11340,آئے کامیاب,1
11341,یاد آئے,1
11342,کا یاد,1
11345,دروازہ کوئی,1
11346,کھلا دروازہ,1
11347,آخر کھلا,1
11319,آئے خراب,1
11317,خانماں ہم,1
11286,تیری نظر,1
11315,جب بام,1
11287,مہر تیری,1
11289,کے وفا,1
11290,آئے باب,1
11291,کر آئے,1
11292,غم تھا,1
11294,کا جہاں,1
11295,حساب کا,1
11297,تم آج,1
11298,یاد تم,1
11299,بے یاد,1
11300,حساب بے,1
11301,آئے حساب,1
11302,گئی نہ,1
11303,تیرے گئی,1
11304,غم تیرے,1
11305,سرداری کی,1
11306,دل سرداری,1
11307,روز یوں,1
11308,انقلاب روز,1
11309,آئے انقلاب,1
11310,جل آئے,1
11311,اٹھے جل,1
11312,بزم اٹھے,1
11313,غیر بزم,1
11314,بام و,1
13025,ہو ستم,1
14114,جلوۂ مجھے,1
13027,بے وعدۂ,1
15964,ہے روشنی,1
15966,چمن کاشانۂ,1
15967,شمع یا,1
15968,جل شمع,1
15969,رہی جل,1
15971,پھولوں ہے,1
15972,کی پھولوں,1
15973,آسماں ہے,1
15974,سے آسماں,1
15975,اُڑ سے,1
15976,کر اُڑ,1
15977,ستارہ کوئی,1
15978,یا ستارہ,1
15979,جان یا,1
15980,پڑ جان,1
15981,گئی پڑ,1
15984,کرن کی,1
15985,میں کرن,1
15986,شب یا,1
15987,کی شب,1
15988,میں سلطنت,1
15990,کا دن,1
15991,سفر کا,1
15992,آیا سفر,1
15993,غربت آیا,1
15994,چمکا کے,1
15965,کاشانۂ ہے,1
15963,روشنی کی,1
15935,پنپ پیرو,1
15962,کی جگنو,1
15937,خیاباں نہ,1
15938,میں خیاباں,1
15939,لالۂ میں,1
15940,دل لالۂ,1
15941,سوز دل,1
15942,کہ سوز,1
15943,سازگار کہ,1
15944,گندم جہان,1
15945,و گندم,1
15946,جو و,1
15947,رہے جو,1
15948,ایبکؔ نہ,1
15949,و ایبکؔ,1
15950,غوریؔ و,1
15951,کے غوریؔ,1
15952,معرکے کے,1
15953,باقی معرکے,1
15954,ہمیشہ باقی,1
15955,تازہ ہمیشہ,1
15956,و تازہ,1
15957,شیریں و,1
15958,ہے شیریں,1
15959,نغمۂ ہے,1
15960,خسروؔ نغمۂ,1
15961,جگنو خسروؔ,1
15995,گمنام چمکا,1
15996,تھا گمنام,1
15997,وطن تھا,1
15998,میں وطن,1
16027,بود ناز,1
16028,بہ بود,1
16029,گہوارۂ بہ,1
16030,سحاب گہوارۂ,1
16031,وا سحاب,1
16032,کرد وا,1
16033,چشمِ کرد,1
16034,شوق چشمِ,1
16035,بہ شوق,1
16036,آغوشِ بہ,1
16037,کوہسارا آغوشِ,1
16038,ز کوہسارا,1
16039,سنگ ز,1
16040,ریزہ سنگ,1
16041,نغمہ ریزہ,1
16042,کشاید نغمہ,1
